ID,Rock,Origin,Transplant,Length,SA,Protein,Volume,CaCO3,Lipids,BW,Pct SA,Pct Protein,Pct Volume,Pct Lipids,Pct BW,PARQ3,TempQ3
FS15,SR4,Flat,Deep,3.4,14.83347019,16.45236117,4.22305395,4.623231579,2.833333333,2.998,63.82292822,38.0879489,108.1198687,161.4541833,109.6963044,321,25.7
FS16,SR3,Flat,Deep,-0.7,-4.023114616,8.413848552,0.469234577,2.199042105,3.166666667,1.426,-17.30997212,19.47843415,12.01348158,82.8685259,64.43741527,321,25.7
FS17,SR4,Flat,Deep,-0.1,3.0088209,35.22394151,1.946178603,3.301647368,2.166666667,2.141,12.94584193,81.54499348,49.82663669,109.1633466,97.67335766,321,25.7
FS18,SR3,Flat,Deep,-0.8,-3.335584696,17.7604621,0.466353672,2.257642105,-1.833333333,1.464,-14.35178552,41.11626081,11.9397238,19.52191235,82.66516093,321,25.7
FS19,SR5,Flat,Deep,2.1,9.120608552,1.771086268,2.767345496,3.909236842,-1.166666667,2.535,39.24260052,4.100143595,70.8503929,34.46215139,105.5370525,321,25.7
FS20,SR4,Flat,Deep,0,31.62582965,32.03669052,1.831879732,3.329405263,4.833333333,2.159,136.0742314,74.16636547,46.90032342,124.1035857,97.95825771,321,25.7
FS22,SR1,Flat,Deep,-0.7,-1.170316742,-8.348435644,0.371283803,2.0217,0.833333333,1.311,-5.035439482,-19.32700036,9.505717072,19.52191235,66.71755725,321,25.7
FS23,SR3,Flat,Deep,-0.5,-7.241013718,2.174804728,-0.010916276,2.098805263,-5.5,1.361,-31.15540011,5.034769811,-0.279481715,-138.8446215,74.57534247,321,25.7
FS24,SR5,Flat,Deep,-3.5,-2.032927804,25.06457896,0.728648027,0.689321053,3.166666667,0.447,-8.746935388,58.02561668,18.65506098,131.5737052,18.01692866,321,25.7
FS26,SR5,Flat,Deep,-1,6.206641273,19.75249397,0.884576745,2.189789474,2.166666667,1.42,26.70487859,45.72790332,22.64719387,109.1633466,81.65612421,321,25.7
FS27,SR3,Flat,Deep,-0.9,-9.495198953,-43.1957132,0.753483882,2.149694737,,1.394,-40.85432428,-100,19.29091586,NA,62.79279279,321,25.7
FS28,SR1,Flat,Deep,-0.1,-3.471297207,6.5918034,0.332871735,2.367131579,-0.666666667,1.535,-14.93570619,15.26031847,8.522280008,-2.888446215,78.59703021,321,25.7
FS29,SR4,Flat,Deep,0,3.559307865,6.715309376,1.020437692,2.313157895,3.5,1.5,15.31438345,15.54624031,26.12554577,101.3197211,64.90696668,321,25.7
FS30,SR2,Flat,Deep,2.6,12.38956892,29.04864271,2.16903561,3.434268421,-3.166666667,2.227,53.30772622,67.2489017,55.5322873,-10.35856574,94.12510566,321,25.7
FS31,SR3,Flat,Deep,-0.7,-10.29789388,38.95966529,0.145612902,2.154321053,,1.397,-44.30802326,90.1933604,3.728024321,NA,86.39455782,321,25.7
FS32,SR5,Flat,Deep,-0.1,7.958770915,-43.1957132,1.601861564,3.082668421,3.833333333,1.999,34.24364349,-100,41.01133066,109.1633466,91.82361047,321,25.7
FS33,SR2,Flat,Deep,-0.2,4.918813888,23.33815134,0.720947843,2.390263158,0.5,1.55,21.16383434,54.02885984,18.45791862,71.812749,79.85574446,321,25.7
FS35,SR3,Flat,Deep,-0.8,-3.179334335,3.085827304,0.050543033,1.983147368,2.833333333,1.286,-13.67949809,7.143827652,1.294017587,124.1035857,81.28950695,321,25.7
FS38,SR2,Flat,Deep,0,8.473195433,-43.1957132,1.516954327,2.672468421,,1.733,36.45702166,-100,38.83751061,NA,76.61361627,321,25.7
